user1;5;2;2020.02.23. 11:34:33;15;6667
user1;5;4;2020.02.23. 11:15:49;24;8333
user1;5;1;2020.02.23. 11:24:15;18;2778
user1;5;0;2020.02.23. 11:29:44;14;0
user1;5;1;2020.02.23. 11:33:11;19;2632
user1;5;2;2020.02.23. 11:34:33;15;6667
user1;5;3;2020.02.23. 11:36:17;21;7143
